Time	Node	DY	VY	AY 
4.450000E+00	12	-3.694986E-02	1.915162E+01	2.780323E+06 
4.460000E+00	12	-2.241886E-02	-1.624542E+01	-2.787402E+06 
4.470000E+00	12	-1.690247E-02	1.734870E+01	2.794121E+06 
4.480000E+00	12	-1.650044E-02	-1.726829E+01	-2.801045E+06 
4.490000E+00	12	-1.543956E-02	1.748047E+01	2.807994E+06 
4.500000E+00	12	-1.194112E-02	-1.678078E+01	-2.814847E+06 
4.510000E+00	12	-1.066082E-02	1.703684E+01	2.821610E+06 
4.520000E+00	12	-1.743578E-02	-1.839183E+01	-2.828696E+06 
4.530000E+00	12	-3.358094E-02	1.516280E+01	2.835407E+06 
4.540000E+00	12	-5.353211E-02	-1.915303E+01	-2.842270E+06 
4.550000E+00	12	-7.040757E-02	1.577794E+01	2.849256E+06 
4.560000E+00	12	-8.168534E-02	-1.803349E+01	-2.856019E+06 
4.570000E+00	12	-9.106592E-02	1.615738E+01	2.862857E+06 
4.580000E+00	12	-1.040879E-01	-1.876177E+01	-2.869841E+06 
4.590000E+00	12	-1.209048E-01	1.539839E+01	2.876673E+06 
4.600000E+00	12	-1.362686E-01	-1.847114E+01	-2.883446E+06 
4.610000E+00	12	-1.432623E-01	1.707239E+01	2.890555E+06 
4.620000E+00	12	-1.403473E-01	-1.648939E+01	-2.897268E+06 
4.630000E+00	12	-1.323937E-01	1.808010E+01	2.904181E+06 
4.640000E+00	12	-1.255466E-01	-1.671067E+01	-2.911140E+06 
4.650000E+00	12	-1.213550E-01	1.754900E+01	2.917992E+06 
4.660000E+00	12	-1.152131E-01	-1.632064E+01	-2.924765E+06 
4.670000E+00	12	-1.019841E-01	1.896645E+01	2.931823E+06 
4.680000E+00	12	-8.127863E-02	-1.482536E+01	-2.938581E+06 
4.690000E+00	12	-5.943530E-02	1.919403E+01	2.945385E+06 
4.700000E+00	12	-4.324144E-02	-1.595526E+01	-2.952415E+06 
4.710000E+00	12	-3.446256E-02	1.771103E+01	2.959148E+06 
4.720000E+00	12	-2.892132E-02	-1.660279E+01	-2.966011E+06 
4.730000E+00	12	-2.104367E-02	1.817832E+01	2.972967E+06 
4.740000E+00	12	-1.094729E-02	-1.615904E+01	-2.979835E+06 
4.750000E+00	12	-3.996213E-03	1.754926E+01	2.986576E+06 
4.760000E+00	12	-6.264532E-03	-1.800292E+01	-2.993687E+06 
4.770000E+00	12	-1.811427E-02	1.563297E+01	3.000414E+06 
4.780000E+00	12	-3.379490E-02	-1.876910E+01	-3.007294E+06 
4.790000E+00	12	-4.687379E-02	1.615332E+01	3.014279E+06 
4.800000E+00	12	-5.610139E-02	-1.799884E+01	-3.021109E+06 
4.810000E+00	12	-6.620155E-02	1.597881E+01	3.027905E+06 
4.820000E+00	12	-8.173956E-02	-1.908641E+01	-3.034918E+06 
4.830000E+00	12	-1.023515E-01	1.496403E+01	3.041728E+06 
4.840000E+00	12	-1.213886E-01	-1.877145E+01	-3.048475E+06 
4.850000E+00	12	-1.323734E-01	1.657448E+01	3.055544E+06 
4.860000E+00	12	-1.346502E-01	-1.702984E+01	-3.062265E+06 
4.870000E+00	12	-1.330601E-01	1.734786E+01	3.069141E+06 
4.880000E+00	12	-1.333146E-01	-1.739876E+01	-3.076090E+06 
4.890000E+00	12	-1.351695E-01	1.702776E+01	3.082975E+06 
4.900000E+00	12	-1.333547E-01	-1.666479E+01	-3.089714E+06 
4.910000E+00	12	-1.226153E-01	1.881267E+01	3.096809E+06 
4.920000E+00	12	-1.038142E-01	-1.505245E+01	-3.103582E+06 
4.930000E+00	12	-8.339135E-02	1.913702E+01	3.110420E+06 
4.940000E+00	12	-6.775502E-02	-1.600976E+01	-3.117450E+06 
4.950000E+00	12	-5.774113E-02	1.801253E+01	3.124254E+06 
4.960000E+00	12	-4.822252E-02	-1.610881E+01	-3.131078E+06 
4.970000E+00	12	-3.501796E-02	1.874972E+01	3.138050E+06 
4.980000E+00	12	-1.898795E-02	-1.554372E+01	-3.144909E+06 
4.990000E+00	12	-6.757395E-03	1.798983E+01	3.151615E+06 
5.000000E+00	12	-4.130828E-03	-1.746452E+01	-3.158706E+06 
5.010000E+00	12	-1.059771E-02	1.617114E+01	3.165433E+06 
5.020000E+00	12	-2.041872E-02	-1.813534E+01	-3.172295E+06 
5.030000E+00	12	-2.785242E-02	1.664860E+01	3.179251E+06 
5.040000E+00	12	-3.323457E-02	-1.772503E+01	-3.186126E+06 
5.050000E+00	12	-4.170869E-02	1.603021E+01	3.192877E+06 
5.060000E+00	12	-5.781722E-02	-1.925192E+01	-3.199934E+06 
5.070000E+00	12	-7.966943E-02	1.488147E+01	3.206760E+06 
5.080000E+00	12	-1.003677E-01	-1.902112E+01	-3.213541E+06 
5.090000E+00	12	-1.139272E-01	1.630921E+01	3.220607E+06 
5.100000E+00	12	-1.201848E-01	-1.756074E+01	-3.227381E+06 
5.110000E+00	12	-1.248131E-01	1.663508E+01	3.234220E+06 
5.120000E+00	12	-1.319437E-01	-1.806121E+01	-3.241159E+06 
5.130000E+00	12	-1.403188E-01	1.638618E+01	3.248049E+06 
5.140000E+00	12	-1.436542E-01	-1.705325E+01	-3.254737E+06 
5.150000E+00	12	-1.369997E-01	1.838415E+01	3.261824E+06 
5.160000E+00	12	-1.220579E-01	-1.539581E+01	-3.268580E+06 
5.170000E+00	12	-1.053750E-01	1.873239E+01	3.275406E+06 
5.180000E+00	12	-9.266455E-02	-1.619029E+01	-3.282390E+06 
5.190000E+00	12	-8.323826E-02	1.807555E+01	3.289244E+06 
5.200000E+00	12	-7.205215E-02	-1.583833E+01	-3.296026E+06 
5.210000E+00	12	-5.506670E-02	1.923542E+01	3.303041E+06 
5.220000E+00	12	-3.486852E-02	-1.519579E+01	-3.309927E+06 
5.230000E+00	12	-1.855029E-02	1.845943E+01	3.316658E+06 
5.240000E+00	12	-1.128902E-02	-1.700718E+01	-3.323752E+06 
5.250000E+00	12	-1.231362E-02	1.680226E+01	3.330514E+06 
5.260000E+00	12	-1.531957E-02	-1.740345E+01	-3.337355E+06 
5.270000E+00	12	-1.606806E-02	1.725375E+01	3.344286E+06 
5.280000E+00	12	-1.607065E-02	-1.725427E+01	-3.351188E+06 
5.290000E+00	12	-2.125585E-02	1.621723E+01	3.357882E+06 
5.300000E+00	12	-3.557789E-02	-1.908163E+01	-3.364942E+06 
5.310000E+00	12	-5.631684E-02	1.493384E+01	3.371745E+06 
5.320000E+00	12	-7.636052E-02	-1.894258E+01	-3.378520E+06 
5.330000E+00	12	-9.021668E-02	1.617135E+01	3.385543E+06 
5.340000E+00	12	-9.922066E-02	-1.797214E+01	-3.392372E+06 
5.350000E+00	12	-1.085204E-01	1.611220E+01	3.399189E+06 
5.360000E+00	12	-1.218160E-01	-1.877133E+01	-3.406165E+06 
5.370000E+00	12	-1.361924E-01	1.589605E+01	3.413099E+06 
5.380000E+00	12	-1.446509E-01	-1.758774E+01	-3.419795E+06 
5.390000E+00	12	-1.430322E-01	1.791147E+01	3.426895E+06 
5.400000E+00	12	-1.332758E-01	-1.596019E+01	-3.433670E+06 
